id,site_id,title,seller_id,category_id,price,original_price,currency_id,initial_quantity,accepts_mercadopago,status,shipping_local_pick_up,shipping_free_shipping,seller_address_state,seller_address_country,warranty_time,warranty_type,brand,color,depth,diameter,functions,height,is_moisture_resistant,item_condition,manufacturer,model,ram_memory,operative_system,operative_systems_compatibility,with_integrated_voice_assistants,virtual_assistants,storage_capacity,voltage,weight,width,with_360_sound,with_bluetooth,with_camera,with_digital_display,with_recyclable_materials,with_wifi_connection,with_wifi
MLA1520563158,MLA,Chromecast With Google Tv De Voz 4ª Generación 4k 8gb Snow Con 2gb De Memoria Ram,1443311053,MLA352001,161900.0,,ARS,264,True,active,False,True,Capital Federal,Argentina,12 meses,Garantía del vendedor,Google,Snow,,,,6 cm,,Nuevo,Google,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA1876051918,MLA,Chromecast Google Ga03131 Tv Hd 8gb 2gb Ram 60 Fps Wifi Bluetooth Hdmi 4ta Gen Blanco,680515,MLA352001,144900.0,,ARS,126,True,active,True,True,Entre Ríos,Argentina,6 meses,Garantía de fábrica,Google,Blanco,,,,,,Nuevo,,GA03131,2 GB,,,,,8 GB,,1 kg,,,,,,,,Sí
MLA1418248629,MLA,Google Chromecast 4 Generación Con Google Tv Hd Blanco,579983671,MLA352001,129999.0,,ARS,407,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,Blanco,,,,12.5 mm,,Nuevo,Google,Chromecast,2 GB,Android,,Sí,,8 GB,,112 g,61 mm,,Sí,,,,,Sí
MLA1108749509,MLA,Chromecast With Google Tv De Voz 4 Generación 4k 8gb Snow Con 2gb De Memoria Ram,207527715,MLA352001,161900.0,,ARS,38,True,active,True,True,Capital Federal,Argentina,1 años,Garantía del vendedor,Google,Blanco,,,,"0.5 """,,Nuevo,Google,Chromecast,2 GB,Android 10.0,,Sí,,8 GB,,,"2.4 """,,Sí,,,,,Sí
MLA1874224766,MLA,Google Chromecast 3 Full Hd Media Streaming Negro,44318370,MLA352001,73660.0,,ARS,387,True,active,True,True,Córdoba,Argentina,6 meses,Garantía de fábrica,Google,Negro,,,,13.8 mm,,Nuevo,Google,Chromecast,,Chrome OS,,No,,,,40 g,51.9 mm,,Sí,,,,,Sí
MLA1887937376,MLA,Google Chromecast With Google Tv Ga01919-us De Voz 4.ª Generación 4k 8gb Sky Con 2gb De Memoria Ram,1473286957,MLA352001,161000.0,,ARS,9,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,Sky,,,,6 cm,,Nuevo,Google,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA1848645760,MLA,Google Chromecast 3 Tercera Generación,56599171,MLA352001,77550.0,,ARS,41,True,active,True,True,Córdoba,Argentina,6 meses,Garantía del vendedor,Google,Carbón,,,,13.8 mm,,Nuevo,Google,Chromecast,,Chrome OS,,No,,,,39.1 g,51.9 mm,,Sí,,,,,Sí
MLA877404372,MLA,Google Chromecast 3 Generacion Full Hd En Caja Con Fuente,234883070,MLA352001,89999.0,,ARS,3395,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,1.4 cm,,Nuevo,,Chromecast 3rd Generation,512 MB,Chrome OS,,No,,,,0.04 kg,51.9 mm,,Sí,,,,,Sí
MLA1733685934,MLA,Chromecast Google Ga03131 Tv Hd 8gb 2gb Ram 60 Fps Wifi Bluetooth Hdmi 4ta Gen Blanco,680515,MLA352001,144900.0,,ARS,667,True,active,True,True,Entre Ríos,Argentina,6 meses,Garantía de fábrica,Google,Blanco,,,,12.5 mm,,Nuevo,Google,GA03131,2 GB,Android TV,,Sí,,8 GB,,0.063 kg,61 mm,,Sí,,,,,Sí
MLA1444532423,MLA,Google Chromecast With Google Tv Ga01919-us De Voz 4.ª Generación 4k 8gb Sunrise Con 2gb De Memoria Ram,1473286957,MLA352001,162000.0,,ARS,10,True,active,False,True,Capital Federal,Argentina,12 meses,Garantía del vendedor,Google,Sunrise,,,,6 cm,,Nuevo,Google,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA1443466017,MLA,Google Chromecast Ultra 4k Negro,56599171,MLA352001,172999.0,,ARS,1,True,active,False,True,Córdoba,Argentina,6 meses,Garantía del vendedor,Google,Negro,,,,0.53 cm,,Nuevo,Google,Chromecast Ultra,,Chrome OS,,Sí,,,,47 g,2.29 cm,,Sí,,,,,Sí
MLA1407145549,MLA,Google Chromecast Hd (4ta Generacion) Blanco+control,214598734,MLA352001,129999.0,,ARS,86,True,active,True,True,Capital Federal,Argentina,3 meses,Garantía de fábrica,Google,Blanco,,,,12.5 mm,,Nuevo,,GA03131,2 GB,Android TV,,Sí,,8 GB,,0.063 kg,61 mm,,Sí,,,,,Sí
MLA1324508604,MLA,Chromecast Google Ga03131 Tv Hd 8gb Blanco Control,61852079,MLA352001,114990.0,,ARS,1698,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía de fábrica,Google,,,,,,,Nuevo,,GA03131,2 GB,,,,,8 GB,,0.055 kg,,,Sí,,,,,Sí
MLA1382798627,MLA,Google Chromecast Ultra 4k Negro,287054359,MLA352001,80299.0,,ARS,197,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,0.53 cm,,Reacondicionado,,Chromecast Ultra,2 GB,Chrome OS,,No,,5 GB,,47 g,2.29 cm,,,,,,,Sí
MLA1428090647,MLA,Google Chromecast 3ra Generación Streaming Hdmi Celular Color Negro Tipo De Control Remoto Negro,204818964,MLA352001,115000.0,,ARS,74,True,active,True,True,Buenos Aires,Argentina,6 meses,Garantía del vendedor,Google,Negro,,,,5 cm,,Nuevo,Google,Chromecast  3,512 MB,iOS,,,,256 MB,,1.4 g,8 cm,,Sí,,,,,Sí
MLA1143886187,MLA,Chromecast With Google Tv De Voz 4k 8gb Snow 2gb Ram,187140437,MLA352001,125999.0,,ARS,751,True,active,False,True,Buenos Aires,Argentina,12 meses,Garantía de fábrica,Google,,,,,12.5 mm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV OS,,Sí,,8 GB,,0.3 g,61 mm,,Sí,,,,,Sí
MLA1506087550,MLA,Android Tv Chromecast Ga00439-br Google,32331880,MLA352001,78999.0,,ARS,72,True,active,True,True,Mendoza,Argentina,6 meses,Garantía del vendedor,Google,,,,,13.8 mm,,Nuevo,,Chromecast,,Chrome OS,,No,,,,1.4 g,51.9 mm,,Sí,,,,,Sí
MLA1324463415,MLA,Chromecast Google Ga03131 Tv Hd 8gb Blanco Control !,61852079,MLA352001,159990.0,,ARS,621,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía de fábrica,Google,,,,,,,Nuevo,,GA03131,2 GB,,,,,8 GB,,0.055 kg,,,Sí,,,,,Sí
MLA1791698772,MLA,"Google Chromecast Con Google Tv (4k) - Disfruta De Películas, Programas En Vivo En 4k Hdr - Color Nieve",31831419,MLA352001,128800.0,,ARS,24,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía de fábrica,Google,Nieve,,,,12.5 mm,,Nuevo,Google,Chromecast with Google TV,,Android,,Sí,,,,112 g,61 mm,,Sí,,,,,Sí
MLA1883959346,MLA,Google Chromecast 3 Full Hd Media Streaming Negro,398981638,MLA352001,69990.0,,ARS,102,True,active,False,True,Buenos Aires,Argentina,3 meses,Garantía de fábrica,Google,,,,,13.8 mm,,Nuevo,Google,Chromecast,,Chrome OS,,No,,,,40 g,51.9 mm,,Sí,,,,,Sí
MLA1428079581,MLA,Reproductor Multimedia En Streaming Chromecast 3 Full Hd Google,204818964,MLA352001,165000.0,,ARS,33,True,active,True,True,Buenos Aires,Argentina,6 meses,Garantía del vendedor,Google,Negro,,,,5 cm,,Nuevo,Google,Chromecast  3,,iOS,,,,,,40 g,8 cm,,Sí,,,,,Sí
MLA1443318419,MLA,Chromecast 2 Full Hd Wifi Transmisión De Vídeo Netflix En Color Negro,1143525801,MLA352001,64990.0,,ARS,53,True,active,False,True,Buenos Aires,Argentina,30 días,Garantía de fábrica,Google,Negro,,,,13.49 mm,,Nuevo,Google,Google Chromecast 2,512 MB,Chrome OS,,No,,,,0.13 lb,51.81 mm,,No,,,,,Sí
MLA1163509711,MLA,Convertidor A Smart Chromecast 3 De Google Full Hd 1080p,723068152,MLA352001,97589.0,,ARS,37,True,active,False,True,Córdoba,Argentina,1 meses,Garantía del vendedor,Google,,,,,13.8 mm,,Nuevo,,Chromecast,,Chrome OS,,No,,,,1.4 g,51.9 mm,,,,,,,Sí
MLA914388160,MLA,Google Chromecast 4k Android Tv Control De Voz 2gb Ram,69526727,MLA352001,119110.0,,ARS,864,True,active,False,True,Capital Federal,Argentina,12 meses,Garantía del vendedor,Google,,,,,6 cm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA1416908225,MLA,Chromecast Google Tv Hd 8gb 2gb Ram 60 Fps Wifi,567813379,MLA352001,105000.0,,ARS,215,True,active,False,True,Capital Federal,Argentina,2 meses,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,,GA03131,2 GB,Android TV,,,,8 GB,,1 kg,61 mm,,Sí,,,,,Sí
MLA1435861485,MLA,Google Chromecast 4 Generación Con Google Tv Hd Blanco,44994779,MLA352001,118500.0,,ARS,72,True,active,True,True,Buenos Aires,Argentina,12 meses,Garantía de fábrica,Google,,,,,12.5 mm,,Nuevo,,Chromecast,1.5 GB,Android,,Sí,,8 GB,,112 g,61 mm,,Sí,,,,,Sí
MLA1851104356,MLA,Google Chromecast 3 Full Hd Media Streaming Negro. Color Carbón,56599171,MLA352001,77599.0,,ARS,30,True,active,True,True,Córdoba,Argentina,6 meses,Garantía del vendedor,Google,Carbón,,,,13.8 mm,,Nuevo,Google,Chromecast,,Chrome OS,,,,,,39.1 g,51.9 mm,,Sí,,,,,Sí
MLA1501625752,MLA,Google Chromecast Con Google Tv 4k + Control Remoto,213074722,MLA352001,125888.0,,ARS,77,True,active,True,True,Córdoba,Argentina,,,Google,,,,,12.5 mm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV,,,,8 GB,,63 g,61 mm,,Sí,,,,,Sí
MLA1441705115,MLA, Google Chromecast 3rd Full Hd Convierte Tv En Tv Smart Apps Color Carbón,56599171,MLA352001,97536.0,,ARS,50,True,active,True,True,Córdoba,Argentina,,Sin garantía,Google,Carbón,,,,13.8 mm,,Nuevo,Google,Chromecast,512 MB,Chrome OS,,No,,,,0.4 kg,51.9 mm,,Sí,,,,,Sí
MLA1835129114,MLA,Google Chromecast 4 Hd Ga03131 8gb 2gb + Cargador + Control,1848533798,MLA352001,106499.0,,ARS,57,True,active,False,True,Buenos Aires,Argentina,6 meses,Garantía del vendedor,Google,,,,,,,Nuevo,,GA03131,2 GB,,,,,8 GB,,1 kg,,,,,,,,Sí
MLA1870730918,MLA,Google Chromecast 4k Google Tv Streaming 4.ª Generación,1070313715,MLA352001,122900.0,,ARS,19,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,6 cm,,Nuevo,Google,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA1442224189,MLA,Chromecast  Google Tv 4 Generación 4k 8gb Con Cargador,255083266,MLA352001,123000.0,,ARS,15,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,"0.5 """,,Nuevo,Google,Chromecast,2 GB,Android 10.0,,Sí,,8 GB,,,"2.4 """,,Sí,,,,,Sí
MLA1181132861,MLA,Google Chromecast 3 Smart Tv Hdmi Usb ,213074722,MLA352001,69445.0,,ARS,628,True,active,True,True,Córdoba,Argentina,,,Google,,,,,13.8 mm,,Nuevo,,Chromecast,,Chrome OS,,No,,,,1.4 g,51.9 mm,,,,,,,Sí
MLA1382825071,MLA,Google Chromecast Ultra 4k Negro,512225720,MLA352001,80000.0,,ARS,163,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,0.53 cm,,Reacondicionado,,Chromecast Ultra,2 GB,Chrome OS,,,,5 GB,,47 g,2.29 cm,,,,,,,Sí
MLA1429758959,MLA,Chromecast 4ta Generación Google Tv Hd Ga03131-us ,84504653,MLA352001,132000.0,,ARS,42,True,active,True,True,Capital Federal,Argentina,30 días,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,Google,Chromecast,1.5 GB,Android,,Sí,,8 GB,,112 g,61 mm,,Sí,,,,,Sí
MLA1860723714,MLA,Google Chromecast 3 Negro,77842811,MLA352001,86763.0,,ARS,5,True,active,False,True,Santa Fe,Argentina,,,Google,Negro,,,,13.8 mm,,Nuevo,Google,Chromecast,,Chrome OS,,No,,512 MB,,0.032 kg,51.9 mm,,Sí,,,,,Sí
MLA1441867965,MLA,Chromecast Google Tv De Voz 4ª Gen. 4k 8gb Con Transformador,255083266,MLA352001,123000.0,,ARS,15,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,6 cm,,Nuevo,Google,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA1324107998,MLA,Chromecast Google Ga03131 Google Tv Hd 8gb ,27850143,MLA352001,114990.0,,ARS,110,True,active,True,True,Buenos Aires,Argentina,6 meses,Garantía del vendedor,Google,,,,,,,Nuevo,,GA03131,2 GB,,,,,8 GB,,1 kg,,,,,,,,Sí
MLA1442828605,MLA,Chromecast With Google Tv De Voz 4 Generación 4k 8gb Snow Co,69526727,MLA352001,119110.0,,ARS,9,True,active,False,True,Capital Federal,Argentina,12 meses,Garantía del vendedor,Google,,,,,"0.5 """,,Nuevo,Google,Chromecast,2 GB,Android 10.0,,Sí,,8 GB,,,"2.4 """,,Sí,,,,,Sí
MLA1397345489,MLA,Google Chromecast Con Google Tv Hd 4ta Generación,276508768,MLA352001,119000.0,,ARS,159,True,active,True,True,Capital Federal,Argentina,12 meses,Garantía de fábrica,Google,,,,,12.5 mm,,Nuevo,,Chromecast,1.5 GB,Android TV,,Sí,,8 GB,,0.04 kg,61 mm,,Sí,,,,,Sí
MLA914385329,MLA,Chromecast With Google Tv Control Voz 4k 2gb Ram Hdmi Wifi,86898163,MLA352001,162000.0,,ARS,1583,True,active,False,True,Capital Federal,Argentina,12 meses,Garantía del vendedor,Google,,,,,6 cm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA1422119691,MLA,Chromecast Google Tv Hd 8gb 2gb Ram 60 Fps Wifi Bluetooth Hd,439104803,MLA352001,103900.0,,ARS,69,True,active,False,True,Buenos Aires,Argentina,1 meses,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,,GA03131,2 GB,Android TV,,Sí,,8 GB,,0.063 kg,61 mm,,Sí,,,,,Sí
MLA1824896250,MLA,Google Chromecast Tv 4 1080p Fhd Control Remoto Wifi Hdmi Color Blanco,1409236364,MLA352001,139000.0,,ARS,20,True,active,True,True,Santa Fe,Argentina,15 días,Garantía del vendedor,Google,Blanco,,,,,,Nuevo,,GOOHDMIIV,2 GB,,,,,8 GB,,0.055 kg,,,Sí,,,,,Sí
MLA1150795107,MLA,Chromecast 4 Smart Tv Netflix Googletv 4k Hdr Control Remoto,701293922,MLA352001,133999.0,,ARS,42,True,active,False,True,Capital Federal,Argentina,3 meses,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV OS,,Sí,,8 GB,,0.3 g,61 mm,,Sí,,,,,Sí
MLA1867531158,MLA,Google Chromecast 4 4k Ga01919 8gb 2gb + Cargador + Control,1848533798,MLA352001,122889.0,,ARS,70,True,active,False,True,Buenos Aires,Argentina,6 meses,Garantía del vendedor,Google,,,,,6 cm,,Nuevo,Google,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,12 cm,,Sí,,,,,Sí
MLA908010138,MLA,Chromecast 4 Smart Tv Netflix Googletv 4k Hdr Control Remoto,167338436,MLA352001,126000.0,,ARS,199,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,61 mm,,Sí,,,,,Sí
MLA908010344,MLA, Chromecast With Google Tv  De Voz 4k 8gb  Snow  Ram De 2gb,167338436,MLA352001,157520.0,,ARS,87,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,0.3 g,61 mm,,Sí,,,,,Sí
MLA1370208899,MLA,Chromecast With Google Tv De Voz 4k 8gb Snow 2gb Ram,1250965884,MLA352001,167999.0,,ARS,52,True,active,False,True,Buenos Aires,Argentina,12 meses,Garantía de fábrica,Google,,,,,6 cm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV,,Sí,,8 GB,,63 g,12 cm,,Sí,,,,,Sí
MLA1338041371,MLA,Chromecast 4° Google Tv Full Hd 8gb Blanco + Fuente 110-220v,247639927,MLA352001,185667.62,,ARS,140,True,active,False,True,Buenos Aires,Argentina,3 meses,Garantía del vendedor,Google,,,,,,,Nuevo,,GA03131,2 GB,,,,,8 GB,,,,,,,,,,Sí
MLA1430039936,MLA,Google Chromecast With Google Tv De Voz 4k Cargador Original,247639927,MLA352001,220847.81,,ARS,39,True,active,False,True,Buenos Aires,Argentina,99 días,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,,Chromecast with Google TV,2 GB,Android TV,,,,8 GB,,,61 mm,,Sí,,,,,Sí
MLA936088119,MLA,"Google Nest Hub 2nd Gen Con Asistente Virtual Google Assistant, Pantalla Integrada De 7  Charcoal 110v/220v",482880972,MLA409415,329999,,ARS,216,True,active,False,True,Capital Federal,Argentina,3 meses,Garantía del vendedor,Google,Charcoal,69.5 mm,96.4 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Reproducción de videos,Portarretrato digital,Chromecast,Desactivar micrófono,Motion Sense,Sensor de sueño,Sensores ambientales",120.4 mm,,Nuevo,,Nest Hub 2nd Gen,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,558 g,177.4 mm,No,Sí,No,Sí,No,Sí,
MLA1135971267,MLA,Google Nest Mini Nest Mini 2nd Gen Con Asistente Virtual Google Assistant Chalk 110v/220v,309453406,MLA409415,129990,,ARS,1407,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,Chalk,9 cm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Chromecast,Desactivar micrófono",42 mm,Sí,Nuevo,Google,Nest Mini 2nd Gen,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,181 g,"3.86 """,Sí,Sí,No,No,Sí,Sí,
MLA1384134643,MLA,Google Home Mini Versión Bulk/ Sin Caja/ Cargador Original!,247639927,MLA409415,85995,,ARS,45,True,active,False,True,Buenos Aires,Argentina,30 días,Garantía del vendedor,Google,,98 mm,,,42 mm,,Nuevo,,Home Mini,,,,,,,,,42 mm,,,,,,,
MLA930506223,MLA,Soporte Montaje Embutido Pared Google Home Hub Mountgenie,86543122,MLA409415,19900,,ARS,50,True,active,True,False,Capital Federal,Argentina,2 años,Garantía del vendedor,Google,,,,"Chromecast,Control de dispositivos del hogar,Control por voz,Desactivar micrófono,Llamadas,Portarretrato digital,Reproducción de música,Reproducción de videos",,,Nuevo,,Nest Hub,,,,,Google Assistant,,110V/220V,,,Sí,,,,Sí,Sí,
MLA1169710511,MLA,"Google Nest Hub 2nd Gen Con Asistente Virtual Google Assistant, Pantalla Integrada De 7  Chalk 110v/220v",582488493,MLA409415,328052,,ARS,88,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,Chalk,69.5 mm,96.4 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Reproducción de videos,Portarretrato digital,Chromecast,Desactivar micrófono,Motion Sense,Sensor de sueño,Sensores ambientales",120.4 mm,,Nuevo,,Nest Hub 2nd Gen,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,558 g,177.4 mm,No,Sí,No,Sí,No,Sí,
MLA1146279904,MLA,Google Home Mini Con Asistente Virtual Google Assistant Coral 110v/220v,309453406,MLA409415,79990,,ARS,300,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,Coral,,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",42 mm,No,Nuevo,Google,Home Mini,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,173 g,,No,Sí,No,No,No,Sí,
MLA915561586,MLA,Google Home Mini Con Asistente Virtual Google Assistant Charcoal 110v/220v,119914491,MLA409415,72990,,ARS,1476,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,Charcoal,98 mm,98 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono",42 mm,No,Nuevo,Google,Home Mini,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,173 g,42 mm,No,Sí,No,No,No,Sí,
MLA1683844336,MLA,Google Home Max Con Asistente Virtual Google Assistant Chalk 100v/240v,1340767106,MLA409415,814644,,ARS,1,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Google,Chalk,"6 """,,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Desactivar micrófono,Chromecast,Llamadas","7 """,,Nuevo,,Home Max,,,"Android 5.0,iOS 9.0",,Google Assistant,,100V/240V,11.7 lb,"13 """,,Sí,No,,,Sí,
MLA916372672,MLA,Google Home Hub Pantalla 7 Nest 2da Gen Asistente Virtual ,245645298,MLA409415,368000,,ARS,41,True,active,False,True,Capital Federal,Argentina,3 meses,Garantía de fábrica,Google,,69.5 mm,96.4 mm,"Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Reproducción de videos,Portarretrato digital,Chromecast,Desactivar micrófono,Motion Sense,Sensor de sueño,Sensores ambientales",120.4 mm,,Nuevo,,Nest Hub 2nd Gen,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,558 g,177.4 mm,,Sí,No,Sí,,Sí,
MLA1400539531,MLA,Google Home Mini Asistente Virtual Google Assistant Ref,284824585,MLA409415,64990,,ARS,3,True,active,False,True,Capital Federal,Argentina,3 meses,Garantía del vendedor,Google,,,98 mm,"Control de dispositivos del hogar,Control por voz,Desactivar micrófono,Llamadas,Reproducción de música",42 mm,No,Reacondicionado,,Home Mini,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,173 g,,No,Sí,No,No,No,Sí,
MLA1597677282,MLA,Parlante Google Home Mini Asistente Virtual Wifi Refabricado,284824585,MLA409415,89990,,ARS,999,True,active,False,True,Capital Federal,Argentina,3 meses,Garantía del vendedor,Google,,98 mm,98 mm,"Control de dispositivos del hogar,Control por voz,Desactivar micrófono,Llamadas,Reproducción de música",42 mm,No,Reacondicionado,,Home Mini,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,173 g,42 mm,No,Sí,No,No,No,Sí,
MLA1398793543,MLA,Google Home Mini Con Asistente Virtual Google Assistant Ref,284824585,MLA409415,69990,,ARS,999,True,active,False,True,Capital Federal,Argentina,3 meses,Garantía del vendedor,Google,,98 mm,98 mm,"Control de dispositivos del hogar,Control por voz,Desactivar micrófono,Llamadas,Reproducción de música",42 mm,No,Reacondicionado,,Home Mini,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,173 g,42 mm,No,Sí,No,No,No,Sí,
MLA1400506527,MLA,Google Home Mini Multi-room Google Assistant Refabricado,284824585,MLA409415,84990,,ARS,1,True,active,False,True,Capital Federal,Argentina,3 meses,Garantía del vendedor,Google,,,98 mm,"Control de dispositivos del hogar,Control por voz,Desactivar micrófono,Llamadas,Reproducción de música",42 mm,No,Reacondicionado,,Home Mini,,,"Android 6.0,iOS 12.0",,Google Assistant,,110V/220V,173 g,,No,Sí,No,No,No,Sí,
